id,yield
15000,5362.550509236072
15001,6740.787143038036
15002,4690.864369689073
15003,6203.173769284226
15004,7015.381783728712
15005,5213.366869480067
15006,8159.958228643572
15007,5640.586188647137
15008,7288.358596589403
15009,6328.378397791094
15010,6745.088038108325
15011,6432.753298080162
15012,6890.568241636361
15013,7532.387244906222
15014,4474.660237180976
15015,6178.061832456547
15016,6369.4763232107725
15017,4387.96008388152
15018,6455.829203617855
15019,6208.068997481108
15020,5495.763393555828
15021,5603.415333225842
15022,6416.675706373808
15023,7482.79659424465
15024,6151.232993363389
15025,7546.645737345308
15026,5007.956801835506
15027,6749.2314612179525
15028,3617.442842018705
15029,2567.3003123178187
15030,7052.513235804921
15031,4580.7693978057105
15032,8131.406159504978
15033,5095.848346256124
15034,7596.428359126873
15035,5124.98806808673
15036,7388.579286185919
15037,5261.763447601107
15038,5897.373654711274
15039,7791.644258300964
15040,8136.333611436996
15041,5862.564775035414
15042,3367.9128307425926
15043,6391.251239150346
15044,7462.703126715648
15045,5550.031770578427
15046,6641.41848610751
15047,4068.6774650479
15048,8242.008873705607
15049,7166.5371613199795
15050,6969.990094631253
15051,6372.177819763826
15052,5484.11740576859
15053,4364.875420118208
15054,3672.7115291675714
15055,6495.873718250256
15056,4957.676341878223
15057,8279.680423344616
15058,5500.518279233433
15059,6362.533751375077
15060,5365.152223418145
15061,7596.72995388398
15062,5538.9615662849465
15063,6221.685195317769
15064,6703.3957474922945
15065,7539.512460909662
15066,7346.949643366254
15067,5855.2728432910435
15068,6769.902198474516
15069,6930.131582086071
15070,3337.051767849002
15071,3403.538417525425
15072,6536.249760543481
15073,5394.300482815668
15074,4313.83045795449
15075,7438.3054724688145
15076,7009.099485774105
15077,4073.067997003085
15078,7507.902679282902
15079,5689.382261612053
15080,5335.304023573972
15081,5724.427719157936
15082,3497.1864808936252
15083,2550.621073216365
15084,5966.768155165368
15085,6820.999187377531
15086,7455.666308756789
15087,8024.4562917376625
15088,5277.124457794328
15089,6496.542876974354
15090,6704.410320581652
15091,6433.45590634513
15092,6080.523446453514
15093,7266.358015865573
15094,4609.082818284345
15095,5621.535447282271
15096,6664.974135538673
15097,8272.494015164728
15098,7419.106862846496
15099,7720.478696346463
15100,3594.9596545495547
15101,4761.255988379055
15102,5412.3064043237855
15103,6029.045019117576
15104,5223.166892585102
15105,5031.304921627349
15106,7465.727002222727
15107,6401.488289207834
15108,3717.35843236278
15109,4604.039362713185
15110,8265.862012515558
15111,7764.32847302665
15112,3933.8841722208035
15113,5679.532999974541
15114,5710.5583660089005
15115,5281.5463328552405
15116,6582.70255288518
15117,5617.4120286553725
15118,7071.895200519966
15119,5053.983888197584
15120,8113.23609747501
15121,6194.285435501563
15122,7368.01270410989
15123,5016.1870266078895
15124,5510.7284926100665
15125,7500.1415834515
15126,4567.507018074672
15127,7414.89732977997
15128,4365.737248200389
15129,7048.396498566742
15130,7564.245605690879
15131,5522.817492364874
15132,8172.56083061966
15133,7022.01411245578
15134,3982.529155427913
15135,4889.8699940342785
15136,6897.272178036909
15137,4511.555750748184
15138,5378.524110944932
15139,7266.048406813086
15140,6573.624848937525
15141,7037.20823386691
15142,4721.15565356911
15143,7063.212400713364
15144,5844.388820161876
15145,8174.874649494488
15146,7547.215153216566
15147,5488.4313397645265
15148,7062.881234301733
15149,5669.330071397164
15150,6240.751154139665
15151,7504.118452578369
15152,7014.265837553899
15153,6391.190788765542
15154,8213.816423373934
15155,6461.238542881984
15156,5629.306835185516
15157,7646.518159068756
15158,3620.4136773849295
15159,4606.599270129002
15160,4585.6861052052955
15161,4936.22520244346
15162,3469.888597414673
15163,4519.101549803133
15164,7509.180256131643
15165,6329.955155657117
15166,5420.496395683046
15167,4378.547313315245
15168,6449.360400405126
15169,7550.348757482319
15170,7374.622542198915
15171,5131.197870787442
15172,4540.788144625821
15173,7042.232787923612
15174,4828.7017033588645
15175,4835.065822532214
15176,6391.351132407258
15177,6061.048408274073
15178,6143.250357447336
15179,7493.170024019228
15180,6802.460982400185
15181,3699.1350493420628
15182,4133.000042631494
15183,2657.520226898
15184,6229.674577271765
15185,8124.09090236663
15186,6101.56930355261
15187,5735.74623638877
15188,5756.137436230643
15189,4700.9740925754295
15190,7450.916749527418
15191,4628.205632124487
15192,7908.3276700272145
15193,5280.855497681201
15194,3605.2813281075564
15195,5407.830525188609
15196,4265.8487876136205
15197,7461.489991064092
15198,5929.7217523323325
15199,6116.191634365965
15200,6911.083458357389
15201,7444.938627643257
15202,5953.750664859733
15203,7135.006039636115
15204,5075.886538183712
15205,4540.592631249469
15206,5344.365360884464
15207,8341.22726836572
15208,7490.553792472245
15209,5184.061741658754
15210,6225.406174042293
15211,4795.270144883645
15212,5605.994849955402
15213,8229.75080568842
15214,7354.069918720911
15215,4390.26674999917
15216,5370.3484486141215
15217,7742.959937391973
15218,7943.149102921873
15219,4661.985532245137
15220,7338.685799897907
15221,5445.472004600813
15222,6859.380407408459
15223,4378.79912798299
15224,7501.21673567683
15225,7901.835228686115
15226,7440.916546411776
15227,3514.517965761154
15228,7445.501527133283
15229,3946.86534784208
15230,4685.907929988792
15231,5397.733793878726
15232,6097.436515107864
15233,6925.583169383771
15234,6345.640100192589
15235,5327.182136281726
15236,5079.746711728366
15237,5650.823261596455
15238,5787.90294335369
15239,4281.5378601275725
15240,6129.878601322928
15241,6483.884290104738
15242,4148.181946430258
15243,7350.881635927079
15244,3594.252201874109
15245,5543.843254471179
15246,6308.394331830813
15247,8321.87989447143
15248,7730.51626523732
15249,6058.725342108388
15250,7459.380766718782
15251,5522.925581642263
15252,5480.427718649768
15253,4171.574507306449
15254,7404.436257553107
15255,6356.020669816475
15256,6021.204211990634
15257,8334.082703247292
15258,4401.31790379657
15259,7358.880691520286
15260,6128.2836669800145
15261,6333.50499284279
15262,3667.1687203751335
15263,4409.154798811406
15264,5580.460076441511
15265,4103.418175905452
15266,6224.722447181494
15267,4644.33265118963
15268,5046.465056116757
15269,6468.139326072157
15270,6343.4077463894755
15271,3365.764789049101
15272,6459.030281297989
15273,6825.346438389062
15274,5749.337001573916
15275,5393.157833536208
15276,4107.153471702235
15277,6834.665827831735
15278,6595.751816167036
15279,7469.206241882767
15280,7480.73995468272
15281,5431.946172036994
15282,7384.763615433007
15283,6623.06724242064
15284,4061.644950686663
15285,8298.02772371176
15286,3620.1680603804507
15287,5465.629980877899
15288,4440.468219618938
15289,5407.2253638273505
15290,7566.625015999972
15291,2970.9847219898497
15292,4104.059351535698
15293,3161.454889585551
15294,6609.030996890409
15295,7184.81753291997
15296,6324.839520758719
15297,6189.482131938251
15298,7415.4596981614295
15299,5400.979794729178
15300,6620.4327734384015
15301,6869.17879346042
15302,2569.4172352768583
15303,5329.907895383756
15304,7081.256011507774
15305,5686.199846165632
15306,7761.787995335251
15307,5250.434970500356
15308,5743.205314394888
15309,5486.873885492415
15310,4430.90322431004
15311,4562.273852864819
15312,3320.323099777681
15313,7371.190828571501
15314,8291.759654089934
15315,6788.805456027533
15316,3351.808581266512
15317,5571.881578500129
15318,6940.460146054256
15319,7147.876129889168
15320,6260.099546946781
15321,5816.2476767111
15322,6281.758959652507
15323,7484.21781295485
15324,3443.5731422478834
15325,4255.5046192211585
15326,6859.802712528903
15327,5699.72508513063
15328,6871.554191504976
15329,5588.946888280326
15330,3508.5701377768423
15331,8108.1834686505445
15332,7558.803751810875
15333,5470.319802951353
15334,5099.901565547701
15335,3617.6248720102853
15336,5855.915261981194
15337,4006.12396134804
15338,4518.671986512039
15339,8186.51306386269
15340,4295.612406058071
15341,6344.184850829221
15342,5342.342742326613
15343,7441.437501340525
15344,4434.062022527781
15345,5379.207948980534
15346,7551.605449166766
15347,3508.3885312563966
15348,3461.5691110283387
15349,5775.679876057889
15350,5303.507348994349
15351,6191.193650004082
15352,6210.631498725428
15353,5665.272687272212
15354,8049.10002531593
15355,6064.942945807596
15356,6927.55416594053
15357,6409.01643375307
15358,5647.203089994606
15359,5623.59139660676
15360,4944.73245925975
15361,8074.7970959980485
15362,4649.19128245637
15363,5351.436121562304
15364,5118.961136691183
15365,8004.942988094647
15366,6822.032640680172
15367,6677.522585348518
15368,5338.668234923073
15369,5047.304923148397
15370,5520.296445045527
15371,6226.893820474073
15372,4615.769627196426
15373,4782.626068256313
15374,6488.9844982755085
15375,4269.264402422012
15376,6183.573767211698
15377,4600.02697782983
15378,5724.3448448899835
15379,4961.736715657105
15380,4387.036860496233
15381,5873.6158773061015
15382,6818.802496402349
15383,5444.990872531955
15384,6135.4182523115705
15385,7312.081135773465
15386,7263.735896139166
15387,7664.975793514473
15388,7428.466422391401
15389,5592.109200715376
15390,7357.366560702448
15391,6561.49025430621
15392,4371.633460836667
15393,4122.665272797572
15394,6860.275517724009
15395,8248.750917028174
15396,3292.680861026717
15397,5771.117771156212
15398,6437.232338216408
15399,7446.906526043992
15400,8181.221988750056
15401,3660.3643628515874
15402,3371.316480196785
