id,yield
15000,5403.69852
15001,7417.81497
15002,4667.72494
15003,6015.22456
15004,6901.65894
15005,5330.63134
15006,8175.45619
15007,5636.30874
15008,7219.76039
15009,7071.61532
15010,6543.97182
15011,6097.44285
15012,6493.47253
15013,7303.58812
15014,4644.60117
15015,6093.31527
15016,6795.88187
15017,4254.82514
15018,6671.07264
15019,6188.47714
15020,6274.93484
15021,5503.09583
15022,6260.47363
15023,7541.6674
15024,6015.22456
15025,7381.3794
15026,5203.87681
15027,6526.98819
15028,3712.99786
15029,2605.69676
15030,6260.47363
15031,4644.60117
15032,8562.37077
15033,4868.21145
15034,7897.9319
15035,5322.84043
15036,7555.17159
15037,5402.48408
15038,5575.39447
15039,7835.76779
15040,7907.24067
15041,6608.04163
15042,3269.27176
15043,6994.24801
15044,8823.69011
15045,5862.80545
15046,6226.28514
15047,4068.35066
15048,8489.69192
15049,7317.95104
15050,7174.6649
15051,6117.4759
15052,5830.89362
15053,4178.77206
15054,3387.78516
15055,6328.89332
15056,5746.77703
15057,8408.38341
15058,6595.90158
15059,6024.94599
15060,5205.3203
15061,7101.75783
15062,5531.35174
15063,6327.00807
15064,6619.84695
15065,7793.44206
15066,7150.9817
15067,5772.91016
15068,6619.84695
15069,7219.76039
15070,3662.18313
15071,3998.05416
15072,6325.26613
15073,5205.3203
15074,4480.07
15075,7150.9817
15076,6578.23522
15077,3911.42225
15078,7895.0208
15079,5535.05665
15080,5205.3203
15081,5455.11891
15082,3436.49354
15083,2605.69676
15084,6578.23522
15085,7297.7321
15086,7152.13259
15087,7616.70599
15088,5817.18527
15089,6202.32702
15090,6608.04163
15091,6608.90751
15092,5552.72387
15093,6529.98232
15094,4789.59697
15095,5566.52275
15096,6520.8976
15097,8212.79289
15098,7706.88137
15099,7103.50894
15100,3447.0821
15101,4323.93099
15102,5601.20531
15103,5535.05665
15104,5199.79211
15105,5446.69747
15106,7793.44206
15107,6595.90158
15108,3712.99786
15109,4334.84122
15110,8570.91353
15111,7565.10416
15112,4245.28573
15113,5932.23909
15114,5313.37828
15115,5192.88315
15116,7024.74836
15117,5428.10602
15118,8969.40184
15119,4850.03746
15120,8002.9971
15121,6015.22456
15122,7897.9319
15123,4968.60117
15124,5199.79211
15125,7714.3231
15126,4705.62653
15127,7884.56772
15128,4177.0152
15129,6708.24129
