id,yield
15000,5480.835310721151
15001,6541.256847911587
15002,4646.910460470419
15003,6211.292472769215
15004,7041.419066367661
15005,5422.694782056126
15006,8197.915721109106
15007,5602.753517734816
15008,7250.370215131062
15009,6296.220974551996
15010,6631.134650214926
15011,6670.01833723862
15012,6805.02465045789
15013,7498.343023746452
15014,4349.20745662754
15015,6326.888277933776
15016,6357.115495999456
15017,4342.235647574047
15018,6507.635510207543
15019,6260.482766184862
15020,5404.089295063403
15021,5606.543684106677
15022,6414.372426458899
15023,7481.790621251789
15024,6180.648510186308
15025,7392.271039793177
15026,5040.744279090525
15027,6795.1935859064815
15028,3722.169323533895
15029,2524.953621613712
15030,7003.7680569164995
15031,4504.507445629964
15032,8198.466379872907
15033,5009.188406251883
15034,7438.957907711698
15035,5085.431776784511
15036,7403.157175878389
15037,5417.883215024089
15038,5858.806465888919
15039,7743.257109009383
15040,8192.43584543363
15041,5986.976038273851
15042,3284.987099975087
15043,6169.169549419412
15044,7436.761802317169
15045,5654.594699918354
15046,6642.379653491051
15047,4044.484609997436
15048,8276.94436236722
15049,7083.605371209034
15050,6956.677410525383
15051,6327.013591894589
15052,5557.430875794873
15053,4192.038320451597
15054,3727.5794324878934
15055,6540.906526204691
15056,4940.2531491545005
15057,8231.81745953
15058,5564.530895869858
15059,6542.702301182797
15060,5359.381952547854
15061,7529.70026988201
15062,5592.209783233659
15063,6276.226542501052
15064,6797.070727380115
15065,7406.31027484146
15066,7421.1343785996105
15067,5884.490815719791
15068,6883.60550907859
15069,6897.0814199746
15070,3306.4882363280353
15071,3409.367755766529
15072,6521.150824478802
15073,5359.524161237656
15074,4405.172909578822
15075,7435.549515967815
15076,6970.508891806579
15077,4053.583356327723
15078,7544.778299104616
15079,5770.852905592802
15080,5358.941366055971
15081,5910.270468971815
15082,3459.7333372949747
15083,2525.5040782469073
15084,6059.642559275388
15085,6845.642058422435
15086,7372.225400756817
15087,7795.874194414695
15088,5376.468963731514
15089,6301.106204906206
15090,6622.643540224236
15091,6400.055047736453
15092,6177.086753702715
15093,7236.752390227817
15094,4649.178887550156
15095,5637.803596579301
15096,6547.571656866854
15097,8214.212433925104
15098,7388.858276954896
15099,7609.385925259648
15100,3715.180163069185
15101,4750.65777729307
15102,5357.250758911926
15103,5793.50246971711
15104,5295.811604791495
15105,5065.540937909936
15106,7430.711324810979
15107,6818.561013403671
15108,3710.719346830819
15109,4585.383454414396
15110,8245.295468994847
15111,7679.004098302565
15112,3904.6766567904992
15113,5675.243939733298
15114,5630.296211690184
15115,5359.099678879327
15116,6536.4656354692925
15117,5672.187061599232
15118,7094.539502194601
15119,4991.171300921056
15120,7792.809991197577
15121,6225.654107081356
15122,7451.987093312059
15123,4988.923069488991
15124,5622.6766013394445
15125,7390.421494050498
15126,4594.7289059952145
15127,7432.03075679545
15128,4193.085483747539
15129,7139.830223052785
15130,7664.254388134443
15131,5554.764696288023
15132,8185.055661795883
15133,6989.351333414215
15134,4152.904872803562
15135,4847.918706701849
15136,6742.345039034859
15137,4574.02002927818
15138,5377.246615141283
15139,7292.730487602996
15140,6536.756880956208
15141,6943.86229327529
15142,4668.234289849799
15143,6937.653030555454
15144,5826.26098614028
15145,8197.96459115969
15146,7491.157138386489
15147,5549.673166520346
15148,7272.624934659144
15149,5660.4172027942805
15150,6241.104514697028
15151,7445.404398063099
15152,6384.825175018054
15153,6339.749031404384
15154,8255.322276841494
15155,6478.913218145504
15156,5728.365552279163
15157,7489.915155857545
15158,3702.2284757842435
15159,4657.009737594722
15160,4589.708894772723
15161,4943.66934038297
15162,3445.4944909698165
15163,4547.256051176468
15164,7433.91256911631
15165,6251.59581895487
15166,5388.032068514081
15167,4346.812482247769
15168,6495.954137354129
15169,7455.140592273718
15170,7470.859772978701
15171,5042.6735370871465
15172,4583.233740724472
15173,6945.2480419801595
15174,4724.594430075329
15175,4819.184828679262
15176,6416.703441932937
15177,5869.703681066453
15178,6327.652585414609
15179,7485.449282489199
15180,6868.0918809340965
15181,3719.993718162116
15182,4062.5173374191636
15183,2639.261924236721
15184,6250.347179178243
15185,8133.52393720399
15186,6187.169346310069
15187,5853.782730590995
15188,5716.62764683853
15189,4709.413555851116
15190,7411.019337646394
15191,4711.801993073108
15192,7831.945166064502
15193,5105.351634785306
15194,3652.707051549196
15195,5381.057917376606
15196,4284.131220126018
15197,7479.252665299593
15198,5795.091256626372
15199,6213.713561400583
15200,6892.116699980681
15201,7429.392346020383
15202,5867.9946751673415
15203,7040.437941553484
15204,5028.694938182178
15205,4641.820813205285
15206,5379.4676651241925
15207,8322.088122361467
15208,7439.841229024997
15209,5269.675658873733
15210,6220.536063343543
15211,4450.636933029258
15212,5736.655510738652
15213,8287.351796118748
15214,7488.030644654531
15215,4330.691803341451
15216,5496.31881374815
15217,7728.378821332513
15218,7798.555552263131
15219,4627.1657990318445
15220,6954.125744303723
15221,5555.965494864664
15222,6851.475638136711
15223,4341.3083116680355
15224,7476.44616148128
15225,7916.131108573696
15226,7387.548115365094
15227,3402.324750392737
15228,7354.666636647408
15229,3967.5156489371825
15230,4633.097491608694
15231,5375.941395815767
15232,6202.518850341222
15233,6828.87112006013
15234,6452.8324956873985
15235,5348.858860384239
15236,5057.100896733928
15237,5633.312468223252
15238,6009.42347346553
15239,4098.3405519183825
15240,6199.399212652335
15241,6501.526754460698
15242,4087.0579791287905
15243,7329.151378775311
15244,3822.037542834157
15245,5615.783379655432
15246,6377.583730976011
15247,8255.489700058353
15248,7777.787846461683
15249,6185.27858857325
15250,7491.6230386934785
15251,5479.224649757967
15252,5513.233268234634
15253,4048.352172003194
15254,7370.649403511887
15255,5996.484060416315
15256,6129.179855174832
15257,8258.838233243629
15258,4374.847758069459
15259,7357.621902079782
15260,6231.675454185591
15261,6458.1763409308205
15262,3759.52329584236
15263,4409.358766446558
15264,5575.905451086494
15265,4058.914165996099
15266,6226.407660773572
15267,4704.361265826639
15268,5014.514015653748
15269,6523.913439018066
15270,6383.818028915619
15271,3269.1228206159067
15272,6476.421376049392
15273,6833.402604974422
15274,5779.397477694156
15275,5388.959596940037
15276,4094.3040647240146
15277,6832.331455684528
15278,6528.4184126832015
15279,7444.304886790656
15280,7422.24524833174
15281,5594.60961092639
15282,7398.053664435553
15283,6697.597960545241
15284,3965.7141869389425
15285,8282.135602134253
15286,3653.0648078293866
15287,5416.209077876699
15288,4345.751819161335
15289,5328.9559155785155
15290,7456.393659411791
15291,2965.5274197586878
15292,4053.46343215817
15293,3406.4786804479836
15294,6563.568373081549
15295,7293.383900574589
15296,6344.208903747101
15297,6146.981957177924
15298,7416.542059501811
15299,5492.7031990573005
15300,6556.712396724519
15301,6832.844756534909
15302,2546.2070885083335
15303,5373.307093341487
15304,7062.153487881771
15305,5610.288772656647
15306,7758.5235955961325
15307,5238.836262892288
15308,5755.787495863647
15309,5577.331174012672
15310,4338.144300228333
15311,4658.873790518164
15312,3502.016010096129
15313,7393.599256180397
15314,8233.675429040508
15315,6805.438969578903
15316,3355.193625382702
15317,5626.379989987214
15318,6772.493619607948
15319,7000.533372484552
15320,6252.060112393725
15321,5773.891483478667
15322,6243.555994037164
15323,7437.430631588444
15324,3418.9517184664624
15325,4276.589100862249
15326,7039.206766565905
15327,5748.603410557575
15328,6823.002255811571
15329,5587.236617617777
15330,3430.1293134694406
15331,8281.239356570732
15332,7457.783897232678
15333,5577.131729189248
15334,5033.400865707023
15335,3548.538579137482
15336,5797.765396357147
15337,3708.232725076825
15338,4365.626906457934
15339,8198.64419244865
15340,4303.03948148764
15341,6354.921374161963
15342,5350.34538717523
15343,7369.095996645086
15344,4307.13507968302
15345,5350.176256058993
15346,7446.501970588514
15347,3400.2032447439565
15348,3443.609114914935
15349,5841.167695607962
15350,5359.453033375189
15351,6345.235641207171
15352,6226.173695052268
15353,5772.436508893565
15354,7783.015741373269
15355,5849.824067165476
15356,6966.7960185116735
15357,6316.186440321908
