id,yield
15000,5555.124623266931
15001,6538.109471153841
15002,4655.620552902098
15003,6192.906636683763
15004,6920.563089086121
15005,5555.124623266931
15006,8230.884803372423
15007,5594.838124892801
15008,6952.859813647806
15009,6251.859706607143
15010,6600.23078248555
15011,6600.23078248555
15012,6920.563089086121
15013,7497.383611546669
15014,4381.908841501707
15015,6368.640903952991
15016,6368.640903952991
15017,4381.908841501707
15018,6538.109471153841
15019,6466.197891851852
15020,5370.887575113206
15021,5594.838124892801
15022,6368.640903952991
15023,7497.383611546669
15024,6192.906636683763
15025,7322.27980918334
15026,5024.419808574879
15027,6794.764959674427
15028,3711.972547769785
15029,2574.7128486734678
15030,6952.859813647806
15031,4523.536213131313
15032,8338.777462444441
15033,5024.419808574879
15034,7392.647133241758
15035,4958.592438965517
15036,7322.27980918334
15037,5555.124623266931
15038,5919.439851410256
15039,7787.362811504073
15040,8230.884803372423
15041,5715.276326604651
15042,3412.9919089557015
15043,5915.756067730494
15044,7392.647133241758
15045,5715.276326604651
15046,6600.23078248555
15047,4069.4944732116774
15048,8111.679782923078
15049,6952.859813647806
15050,6952.859813647806
15051,6368.640903952991
15052,5594.838124892801
15053,4204.750404387352
15054,3711.972547769785
15055,6538.109471153841
15056,5024.419808574879
15057,8230.884803372423
15058,5594.838124892801
15059,6368.640903952991
15060,5370.887575113206
15061,7497.383611546669
15062,5594.838124892801
15063,6368.640903952991
15064,6920.563089086121
15065,7322.27980918334
15066,7392.647133241758
15067,5594.838124892801
15068,6920.563089086121
15069,6952.859813647806
15070,3412.9919089557015
15071,3412.9919089557015
15072,6538.109471153841
15073,5370.887575113206
15074,4381.908841501707
15075,7392.647133241758
15076,6920.563089086121
15077,4204.750404387352
15078,7711.294151739129
15079,5758.044417623759
15080,5370.887575113206
15081,5715.276326604651
15082,3412.9919089557015
15083,2574.7128486734678
15084,6192.906636683763
15085,6794.764959674427
15086,7322.27980918334
15087,7717.492293291136
15088,5370.887575113206
15089,5915.756067730494
15090,6538.109471153841
15091,6368.640903952991
15092,6192.906636683763
15093,7367.280202999998
15094,4655.620552902098
15095,5715.276326604651
15096,6538.109471153841
15097,8230.884803372423
15098,7322.27980918334
15099,7392.647133241758
15100,3711.972547769785
15101,4813.935128230767
15102,5370.887575113206
15103,5758.044417623759
15104,5364.907814351853
15105,5024.419808574879
15106,7322.27980918334
15107,6538.109471153841
15108,3711.972547769785
15109,4655.620552902098
15110,8111.679782923078
15111,7263.81993
15112,3991.1111311065574
15113,5594.838124892801
15114,5715.276326604651
15115,5370.887575113206
15116,6538.109471153841
15117,5594.838124892801
15118,7135.763713181819
15119,5024.419808574879
15120,7711.294151739129
15121,6192.906636683763
15122,7392.647133241758
15123,5024.419808574879
15124,5594.838124892801
15125,7322.27980918334
15126,4655.620552902098
15127,7322.27980918334
15128,4069.4944732116774
15129,7230.500243666667
15130,7787.362811504073
15131,5594.838124892801
15132,8111.679782923078
15133,6920.563089086121
15134,4204.750404387352
15135,4813.935128230767
15136,6794.764959674427
15137,4655.620552902098
15138,5370.887575113206
15139,7322.27980918334
15140,6538.109471153841
15141,6794.764959674427
15142,4655.620552902098
15143,6794.764959674427
15144,5915.756067730494
15145,8230.884803372423
15146,7497.383611546669
15147,5594.838124892801
15148,7322.27980918334
15149,5594.838124892801
15150,6251.859706607143
15151,7392.647133241758
15152,6466.197891851852
15153,6192.906636683763
15154,8230.884803372423
15155,6538.109471153841
15156,5758.044417623759
15157,7497.383611546669
15158,3711.972547769785
15159,4516.92917235294
15160,4655.620552902098
15161,4813.935128230767
15162,3412.9919089557015
15163,4655.620552902098
15164,7392.647133241758
15165,6251.859706607143
15166,5370.887575113206
15167,4381.908841501707
15168,6538.109471153841
15169,7392.647133241758
15170,7497.383611546669
15171,5024.419808574879
15172,4655.620552902098
15173,6920.563089086121
15174,4516.92917235294
15175,4813.935128230767
15176,6368.640903952991
15177,5915.756067730494
15178,6368.640903952991
15179,7497.383611546669
15180,6920.563089086121
15181,3711.972547769785
15182,4069.4944732116774
15183,2574.7128486734678
15184,6251.859706607143
15185,8111.679782923078
15186,6192.906636683763
15187,5758.044417623759
15188,5715.276326604651
15189,4516.92917235294
15190,7322.27980918334
15191,4655.620552902098
15192,7787.362811504073
15193,5024.419808574879
15194,3711.972547769785
15195,5370.887575113206
15196,4289.213855535715
15197,7497.383611546669
15198,5758.044417623759
